,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,rand_seed,interventions,location,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,id,imbalance,alpha
38,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a10,2.362494786580399,10.0
39,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
40,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a10,2.362494786580399,10.0
41,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
42,81.0,210.0,606.0,1430.0,3299.0,7044.0,0.0,0.0,0.0,1.0,2.0,5.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,UK,41.31032180786133,2.0,20,16,20,ic0_a10,2.362494786580399,10.0
43,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
44,81.0,225.0,504.0,1138.0,2451.0,5316.0,0.0,0.0,0.0,1.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
45,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a10,2.362494786580399,10.0
46,81.0,212.0,576.0,1305.0,2759.0,5654.0,0.0,0.0,0.0,0.0,2.0,9.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a10,2.362494786580399,10.0
47,81.0,169.0,283.0,352.0,382.0,396.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Niger,20.630157470703125,4.916,20,16,20,ic0_a10,2.362494786580399,10.0
48,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a10,2.362494786580399,10.0
49,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
50,81.0,212.0,576.0,1305.0,2759.0,5654.0,0.0,0.0,0.0,0.0,2.0,9.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a10,2.362494786580399,10.0
51,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a10,2.362494786580399,10.0
52,81.0,212.0,576.0,1305.0,2759.0,5654.0,0.0,0.0,0.0,0.0,2.0,9.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a10,2.362494786580399,10.0
53,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a10,2.362494786580399,10.0
54,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a10,2.362494786580399,10.0
55,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
56,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a10,2.362494786580399,10.0
57,81.0,151.0,259.0,314.0,334.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Austria,43.23251724243164,1.271,20,16,20,ic0_a10,2.362494786580399,10.0
58,81.0,225.0,504.0,1138.0,2451.0,5316.0,0.0,0.0,0.0,1.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Japan,47.681121826171875,1.33,20,16,20,ic0_a10,2.362494786580399,10.0
59,81.0,151.0,259.0,314.0,334.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Austria,43.23251724243164,1.271,20,16,20,ic0_a10,2.362494786580399,10.0
0,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
1,81.0,169.0,283.0,352.0,382.0,396.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
2,81.0,210.0,606.0,1430.0,3299.0,7044.0,0.0,0.0,0.0,1.0,2.0,5.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
3,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
4,81.0,225.0,504.0,1138.0,2451.0,5316.0,0.0,0.0,0.0,1.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
5,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
6,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a5,8.377220662434901,5.0
7,81.0,151.0,259.0,314.0,334.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Austria,43.23251724243164,1.271,20,16,20,ic0_a5,8.377220662434901,5.0
8,81.0,212.0,576.0,1305.0,2759.0,5654.0,0.0,0.0,0.0,0.0,2.0,9.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
9,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
10,81.0,210.0,606.0,1430.0,3299.0,7044.0,0.0,0.0,0.0,1.0,2.0,5.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
11,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
12,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a5,8.377220662434901,5.0
13,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
14,81.0,210.0,606.0,1430.0,3299.0,7044.0,0.0,0.0,0.0,1.0,2.0,5.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
15,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
16,81.0,225.0,504.0,1138.0,2451.0,5316.0,0.0,0.0,0.0,1.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
17,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
18,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a5,8.377220662434901,5.0
19,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
20,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
21,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
22,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
23,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
24,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
25,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
26,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
27,81.0,151.0,259.0,314.0,334.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Austria,43.23251724243164,1.271,20,16,20,ic0_a5,8.377220662434901,5.0
28,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
29,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
30,81.0,211.0,467.0,1059.0,2394.0,5070.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Austria,43.23251724243164,1.271,20,16,20,ic0_a5,8.377220662434901,5.0
31,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
32,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
33,81.0,147.0,223.0,252.0,264.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
34,81.0,225.0,504.0,1138.0,2451.0,5316.0,0.0,0.0,0.0,1.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
35,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
36,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
37,81.0,146.0,201.0,229.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,2.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
38,81.0,210.0,606.0,1430.0,3299.0,7044.0,0.0,0.0,0.0,1.0,2.0,5.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
39,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
40,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
41,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
42,81.0,210.0,606.0,1430.0,3299.0,7044.0,0.0,0.0,0.0,1.0,2.0,5.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,UK,41.31032180786133,2.0,20,16,20,ic0_a5,8.377220662434901,5.0
43,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
44,81.0,217.0,601.0,1489.0,3519.0,7726.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Niger,20.630157470703125,4.916,20,16,20,ic0_a5,8.377220662434901,5.0
45,81.0,140.0,212.0,236.0,242.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,pfizer,Finland,43.441162109375,1.0739999999999998,20,16,20,ic0_a5,8.377220662434901,5.0
46,81.0,225.0,504.0,1138.0,2451.0,5316.0,0.0,0.0,0.0,1.0,1.0,4.0,14,35,hybrid,True,49705.52379272998,81.57461200661207,7228,none,Japan,47.681121826171875,1.33,20,16,20,ic0_a5,8.377220662434901,5.0
