,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,interventions,location,rand_seed,avg_age,id,imbalance,alpha
16,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a10,0.15000000000000002,10.0
17,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a10,0.15000000000000002,10.0
18,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a10,0.15000000000000002,10.0
19,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a10,0.15000000000000002,10.0
0,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
1,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
2,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a5,0.09999999999999998,5.0
3,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a5,0.09999999999999998,5.0
4,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a5,0.09999999999999998,5.0
5,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a5,0.09999999999999998,5.0
6,106.0,269.0,660.0,1587.0,3607.0,7476.0,0.0,0.0,0.0,0.0,0.0,5.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,UK,1,41.254032135009766,ic0_a5,0.09999999999999998,5.0
7,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a5,0.09999999999999998,5.0
8,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a5,0.09999999999999998,5.0
9,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
10,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
11,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a5,0.09999999999999998,5.0
12,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
13,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
14,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
15,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a5,0.09999999999999998,5.0
16,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
17,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a5,0.09999999999999998,5.0
18,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
19,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a5,0.09999999999999998,5.0
0,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a2.5,0.15,2.5
1,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a2.5,0.15,2.5
2,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
3,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
4,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a2.5,0.15,2.5
5,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a2.5,0.15,2.5
6,106.0,269.0,660.0,1587.0,3607.0,7476.0,0.0,0.0,0.0,0.0,0.0,5.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,UK,1,41.254032135009766,ic0_a2.5,0.15,2.5
7,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a2.5,0.15,2.5
8,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a2.5,0.15,2.5
9,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
10,106.0,269.0,660.0,1587.0,3607.0,7476.0,0.0,0.0,0.0,0.0,0.0,5.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,UK,1,41.254032135009766,ic0_a2.5,0.15,2.5
11,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
12,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
13,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a2.5,0.15,2.5
14,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
15,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a2.5,0.15,2.5
16,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a2.5,0.15,2.5
17,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
18,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a2.5,0.15,2.5
19,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a2.5,0.15,2.5
0,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
1,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
2,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a1,0.24999999999999997,1.0
3,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a1,0.24999999999999997,1.0
4,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a1,0.24999999999999997,1.0
5,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a1,0.24999999999999997,1.0
6,106.0,269.0,660.0,1587.0,3607.0,7476.0,0.0,0.0,0.0,0.0,0.0,5.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,UK,1,41.254032135009766,ic0_a1,0.24999999999999997,1.0
7,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a1,0.24999999999999997,1.0
8,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
9,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a1,0.24999999999999997,1.0
10,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
11,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a1,0.24999999999999997,1.0
12,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a1,0.24999999999999997,1.0
13,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a1,0.24999999999999997,1.0
14,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
15,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a1,0.24999999999999997,1.0
16,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
17,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a1,0.24999999999999997,1.0
18,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a1,0.24999999999999997,1.0
19,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a1,0.24999999999999997,1.0
0,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
1,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
2,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a0.4,0.3,0.4
3,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a0.4,0.3,0.4
4,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a0.4,0.3,0.4
5,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a0.4,0.3,0.4
6,106.0,269.0,660.0,1587.0,3607.0,7476.0,0.0,0.0,0.0,0.0,0.0,5.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
7,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
8,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
9,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
10,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
11,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
12,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
13,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
14,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
15,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
16,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
17,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
18,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.4,0.3,0.4
19,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.4,0.3,0.4
0,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.2,0.2,0.2
1,106.0,178.0,250.0,302.0,320.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,New Zealand,1,39.310638427734375,ic0_a0.2,0.2,0.2
2,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a0.2,0.2,0.2
3,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a0.2,0.2,0.2
4,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a0.2,0.2,0.2
5,106.0,176.0,247.0,287.0,293.0,293.0,0.0,0.0,0.0,0.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,France,1,42.295867919921875,ic0_a0.2,0.2,0.2
6,106.0,269.0,660.0,1587.0,3607.0,7476.0,0.0,0.0,0.0,0.0,0.0,5.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,UK,1,41.254032135009766,ic0_a0.2,0.2,0.2
7,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.2,0.2,0.2
8,106.0,242.0,590.0,1368.0,2987.0,6225.0,0.0,0.0,0.0,0.0,1.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,France,1,42.295867919921875,ic0_a0.2,0.2,0.2
9,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.2,0.2,0.2
10,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a0.2,0.2,0.2
11,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.2,0.2,0.2
12,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.2,0.2,0.2
13,106.0,188.0,263.0,313.0,326.0,329.0,0.0,0.0,0.0,1.0,1.0,1.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,Japan,1,47.61913299560547,ic0_a0.2,0.2,0.2
14,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.2,0.2,0.2
15,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.2,0.2,0.2
16,106.0,271.0,612.0,1292.0,2727.0,5705.0,0.0,0.0,0.0,1.0,3.0,9.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,Japan,1,47.61913299560547,ic0_a0.2,0.2,0.2
17,106.0,192.0,278.0,320.0,335.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,pfizer,UK,1,41.254032135009766,ic0_a0.2,0.2,0.2
18,106.0,274.0,709.0,1617.0,3624.0,7616.0,0.0,0.0,0.0,0.0,2.0,4.0,14,35,hybrid,True,47506.37336277565,106.85246878629869,none,New Zealand,1,39.310638427734375,ic0_a0.2,0.2,0.2
